_id.lang,_id.totalViews,value
"en",-3724.0,"Facebook"
"en",-3548.0,"World_War_I"
"en",-3547.0,"Betty_Wright"
"en",-3528.0,"Dick_Clark"
"en",-3405.0,"Main_Page/"
"en",-3336.0,"UFC_141"
"en",-3236.0,"Alistair_Overeem"
"en",-3198.0,"Lady_Gaga"
"en",-3064.0,"Zooey_Deschanel"
"en",-2837.0,"Windex.php"
"en",-2831.0,"Wiki"
"en",-2686.0,"Pixie_Lott"
"en",-2675.0,"Katy_Perry"
"en",-2630.0,"Hogmanay"
"en",-2607.0,"Cuisinart"
"en",-2602.0,"List_of_Primeval_episodes"
"en",-2570.0,"The_Girl_with_the_Dragon_Tattoo"
"en",-2536.0,"Times_Square_Ball"
"en",-2515.0,"Steve_Jobs"
"en",-2502.0,"Andy_Gibb"
"en",-2497.0,"Maurice_Gibb"
"en",-2496.0,"Eric_Morecambe"
"en",-2470.0,"Google"
"en",-2467.0,"The_Walking_Dead_(TV_series)"
"en",-2450.0,"Marx_Brothers"
"en",-2430.0,"Hootenanny"
"en",-2392.0,"Freddie_Mercury"
"en",-2391.0,"YouTube"
"en",-2372.0,"Adele_(singer)"
"en",-2313.0,"Dick_Clark%27s_New_Year%27s_Rockin%27_Eve_with_Ryan_Seacrest"
"en",-2247.0,"The_Big_Bang_Theory"
"en",-2214.0,"The_Vaccines"
"en",-2109.0,"Ernie_Wise"
"en",-2102.0,"Aloe_Blacc"
"en",-2098.0,"Drew_Peterson"
"en",-2069.0,"Robin_Gibb"
"en",-2047.0,"Jean-Claude_Van_Damme"
"en",-2012.0,"National_Defense_Authorization_Act_for_Fiscal_Year_2012"
"en",-2008.0,"December_31"
"en",-1990.0,"National_Defense_Authorization_Act"
"en",-1956.0,"James_Morrison_(singer)"
"en",-1889.0,"Rihanna"
"en",-1877.0,"New_Year"
"en",-1843.0,"Barry_Gibb"
"en",-1842.0,"Steve_Wozniak"
"en",-1840.0,"Maya_calendar"
"en",-1809.0,"Andr%C3%A9_Previn"
"en",-1803.0,"Ben_Breedlove"
"en",-1797.0,"Dog_the_Bounty_Hunter"
"en",-1787.0,"Eric_Lindros"
"en",-1784.0,"Large_denominations_of_United_States_currency"
"en",-1760.0,"Bill_Mumy"
"en",-1754.0,"Rachel_Riley"
"en",-1724.0,"Beyonc%C3%A9_Knowles"
"en",-1706.0,"Moonshine"
"en",-1688.0,"Gibson_Guitar"
"en",-1667.0,"Long_Distance_Call"
"en",-1572.0,"Jersey_Shore_(TV_series)"
"en",-1564.0,"Chinese_New_Year"
"en",-1553.0,"Rick_Santorum"
"en",-1551.0,"War_Horse_(film)"
"en",-1535.0,"List_of_dates_predicted_for_apocalyptic_events"
"en",-1530.0,"Good_Luck_Charlie,_It%27s_Christmas!"
"en",-1498.0,"Gregorian_calendar"
"en",-1488.0,"Justin_Bieber"
"en",-1486.0,"The_Hunger_Games"
"en",-1482.0,"Stop_Online_Piracy_Act"
"en",-1477.0,"Rooney_Mara"
"en",-1475.0,"How_I_Met_Your_Mother"
"en",-1453.0,"Lindsay_Lohan"
"en",-1425.0,"Kim_Kardashian"
"en",-1414.0,"Tom_Cruise"
"en",-1412.0,"2011"
"en",-1409.0,"LMFAO_(group)"
"en",-1402.0,"Ruby_Turner"
"en",-1399.0,"Nicki_Minaj"
"en",-1397.0,"Russell_Brand"
"en",-1390.0,"Pope_Joan"
"en",-1388.0,"Melanie_Sykes"
"en",-1370.0,"Joseph_Gordon-Levitt"
"en",-1359.0,"Eminem"
"en",-1352.0,"United_States"
"en",-1330.0,"Training_Day"
"en",-1327.0,"The_Girl_with_the_Dragon_Tattoo_(2011_film)"
"en",-1326.0,"Champagne_(wine)"
"en",-1320.0,"First-Foot"
"en",-1303.0,"New_Year%27s_Eve_(film)"
"en",-1301.0,"Fedor_Emelianenko"
"en",-1287.0,"Surf%27s_Up_(film)"
"en",-1277.0,"Queen_(band)"
"en",-1275.0,"Robin_van_Persie"
"en",-1270.0,"Duane_Chapman"
"en",-1258.0,"Apollo_18_(film)"
"en",-1256.0,"2011_in_film"
"en",-1246.0,"Selena_Gomez"
"en",-1240.0,"Meg_Ryan"
"en",-1233.0,"Kids_Wallpaper"
"en",-1229.0,"w/index.php"
"en",-1206.0,"Count_Dooku"
"en",-1194.0,"UFC_142"
"en",-1187.0,"ICarly"
"en",-1182.0,"Fireworks"
"en",-1174.0,"Wikipedia"
"en",-1167.0,"Skrillex"
"en",-1155.0,"Jessie_J"
"en",-1153.0,"Dragon_(zodiac)"
"en",-1152.0,"The_Dark_Knight_Rises"
"en",-1143.0,"Harpo_Marx"
"en",-1141.0,"International_Date_Line"
"en",-1133.0,"Victorious"
"en",-1125.0,"Adventure_Time"
"en",-1122.0,"Thierry_Henry"
"en",-1121.0,"NCIS_(TV_series)"
"en",-1117.0,"List_of_The_Twilight_Zone_episodes"
"en",-1115.0,"Drake_(entertainer)"
"en",-1113.0,"We_Bought_a_Zoo"
"en",-1106.0,"Morecambe_and_Wise"
"en",-1101.0,"JLS"
"en",-1092.0,"Groucho_Marx"
"en",-1088.0,"Charlie_Sheen"
"en",-1072.0,"Madonna_(entertainer)"
"en",-1061.0,"Mitt_Romney"
"en",-1052.0,"Happy_New_Year_(song)"
"en",-1042.0,"Barack_Obama"
"en",-1040.0,"Vesta_Williams"
"en",-1027.0,"Jay-Z"
"en",-1022.0,"Elizabeth_II"
"en",-1019.0,"Flynn_effect"
"en",-1008.0,"2012_(film)"
"en",-1006.0,"Marvin_Sutton"
"en",-1004.0,"Michael_Jackson"
"en",-996.0,"2012_World_Junior_Ice_Hockey_Championships"
"en",-995.0,"Iowa_caucuses"
"en",-983.0,"Friends"
"en",-982.0,"Downton_Abbey"
"en",-981.0,"World_War_II"
"en",-980.0,"One_Direction"
"en",-967.0,"Battle_of_Red_Cliffs"
"en",-963.0,"Black-eyed_pea"
"en",-955.0,"Kris_Humphries"
"en",-949.0,"Aaron_Rodgers"
"en",-948.0,"Alan_Carr"
"en",-939.0,"Harry_Potter_(film_series)"
"en",-936.0,"Nas"
"en",-934.0,"Jaws_2"
"en",-931.0,"Harry_Potter"
"en",-926.0,"New_Year%27s_resolution"
"en",-917.0,"Chinese_zodiac"
"en",-914.0,"Lil_Wayne"
"en",-913.0,"Vanderbilt_University"
"en",-908.0,"2012_NHL_Winter_Classic"
"en",-906.0,"Johnny_Depp"
"en",-904.0,"The_Walking_Dead_(season_2)"
"en",-901.0,"Glee_(TV_series)"
"en",-900.0,"United_Kingdom"
"en",-895.0,"Sperm_whale"
"en",-890.0,"Helena_Bonham_Carter"
"en",-889.0,"Thelma_Todd"
"en",-885.0,"Kim_Jong-il"
"en",-884.0,"Amanda_Bynes"
"en",-879.0,"Chris_Draft"
"en",-875.0,"Maya_civilization"
"en",-869.0,"Andrea_Bocelli"
"en",-867.0,"American_Horror_Story"
"en",-864.0,"Burj_Khalifa"
"en",-861.0,"Brock_Huard"
"en",-859.0,"Kim_Jong-un"
"en",-858.0,"Rebecca_Black"
"en",-853.0,"The_Adventures_of_Tintin"
"en",-847.0,"January_1"
"en",-846.0,"Illuminati"
"en",-844.0,"Existentialism"
"en",-843.0,"Marilyn_Monroe"
"en",-832.0,"Gold_Jewelry"
"en",-831.0,"The_Avengers_(2012_film)"
"en",-822.0,"index.html"
"en",-821.0,"Jordan_Rodgers"
"en",-819.0,"The_Amanda_Show"
"en",-816.0,"Junior_dos_Santos"
"en",-814.0,"UFC_143"
"en",-810.0,"Mean_Girls"
"en",-809.0,"New_York_City"
"en",-808.0,"NHL_Winter_Classic"
"en",-806.0,"Internet_Movie_Database"
"en",-805.0,"Game_of_Thrones_(TV_series)"
"en",-804.0,"Jackie_Bird"
"en",-803.0,"Jim_Parsons"
"en",-801.0,"Jennifer_Aniston"
"en",-799.0,"PlayStation_Vita"
"en",-798.0,"Ryan_Gosling"
"en",-797.0,"Lyssa_Chapman"
"en",-796.0,"List_of_The_Walking_Dead_episodes"
"en",-795.0,"List_of_poker_hands"
"en",-788.0,"Dexter_(TV_series)"
"en",-786.0,"Rise_of_the_Planet_of_the_Apes"
"en",-785.0,"Sherlock_Holmes"
"en",-783.0,"List_of_The_Big_Bang_Theory_episodes"
"en",-782.0,"Lana_Del_Rey"
"en",-779.0,"List_of_emoticons"
"en",-777.0,"Jaws_(film)"
"en",-776.0,"Kaley_Cuoco"
"en",-774.0,"Pope_Gregory_XIII"
"en",-766.0,"Mila_Kunis"
"en",-765.0,"Rose_Bowl_Game"
"en",-763.0,"Doctor_Who"
"en",-761.0,"Portia_Simpson-Miller"
"en",-758.0,"Human_penis_size"
"en",-757.0,"Mick_Jagger"
"en",-756.0,"List_of_Top_Gear_episodes"
"en",-753.0,"Neil_Patrick_Harris"
"en",-750.0,"Grease_(film)"
"en",-748.0,"Elizabeth_Taylor"
"en",-747.0,"Dog_Crates"
"en",-746.0,"Horse_Feathers"
"en",-744.0,"Keenan_Cahill"
"en",-743.0,"Michael_Jordan"
"en",-737.0,"Kings_(card_game)"
"en",-735.0,"Gnarls_Barkley"
"en",-728.0,"George_VI"
"en",-726.0,"List_of_How_I_Met_Your_Mother_episodes"
"en",-720.0,"Rachel_McAdams"
"en",-717.0,"Chico_Marx"
"en",-716.0,"Bruno_Mars"
"en",-714.0,"Olivia_Wilde"
"en",-713.0,"Absinthe"
"en",-712.0,"Rod_Serling"
"en",-710.0,"Elvis_Presley"
"en",-709.0,"Warrior_(2011_film)"
"en",-708.0,"Tom_Hardy"
"en",-702.0,"Great_Expectations"
"en",-699.0,"Midnight_in_Paris"
"en",-698.0,"Nostradamus"
"en",-697.0,"Chuck_Norris"
"en",-695.0,"Victoria_Justice"
"en",-693.0,"Terra_Nova_(TV_series)"
"en",-688.0,"Nibiru_collision"
"en",-686.0,"The_Adventures_of_Tintin_(film)"
"en",-685.0,"Taylor_Swift"
"en",-681.0,"America%27s_Next_Top_Model"
"en",-679.0,"Dinner_for_One"
"en",-677.0,"Fool%27s_Gold_(2008_film)"
"en",-676.0,"Britney_Spears"
"en",-675.0,"John_Dye"
"en",-673.0,"Mariah_Carey"
"en",-672.0,"Kraft_Fight_Hunger_Bowl"
"en",-671.0,"Newt_Gingrich"
"en",-669.0,"Masturbation"
"en",-668.0,"Inception"
"en",-667.0,"Sweet_Home_Alabama_(film)"
"en",-664.0,"Dubai"
"en",-663.0,"North_Korea"
"en",-661.0,"Diverticulitis"
"en",-660.0,"List_of_Doctor_Who_serials"
"en",-656.0,"Dubstep"
"en",-655.0,"Wsearch.php"
"en",-654.0,"Pirates_of_the_Caribbean_(film_series)"
"en",-653.0,"John_Travolta"
"en",-652.0,"Big_Ben"
"en",-649.0,"Later..._with_Jools_Holland"
"en",-648.0,"Canada"
"en",-644.0,"Toni_Braxton"
"en",-643.0,"Once_Upon_a_Time_(TV_series)"
"en",-642.0,"Good_Luck_Charlie"
"en",-641.0,"Council_tax_benefit"
"en",-640.0,"George_Clooney"
"en",-639.0,"Coldplay"
"en",-638.0,"Emily_Deschanel"
"en",-637.0,"Pitbull_(entertainer)"
"en",-636.0,"John_Mellencamp"
"en",-634.0,"Nicole_Polizzi"
"en",-633.0,"21_(Adele_album)"
"en",-631.0,"Sunny_Leone"
"en",-630.0,"Tupac_Shakur"
"en",-629.0,"Miley_Cyrus"
"en",-627.0,"List_of_Higurashi_no_Naku_Koro_ni_titles"
"en",-624.0,"Tropic_Thunder"
"en",-623.0,"Christmas"
"en",-622.0,"Natalie_Portman"
"en",-621.0,"Operation_Repo"
"en",-619.0,"List_of_Victorious_episodes"
"en",-618.0,"A-bomb"
"en",-617.0,"Kanye_West"
"en",-616.0,"Pink_(singer)"
"en",-615.0,"Premier_League"
"en",-614.0,"Star_Wars"
"en",-613.0,"Kwanzaa"
"en",-612.0,"The_Beatles"
"en",-611.0,"Leap_year"
"en",-610.0,"Brad_Pitt"
"en",-608.0,"Jo_Brand"
"en",-607.0,"Reese_Witherspoon"
"en",-606.0,"Mel_Gibson"
"en",-601.0,"Max_Martin_production_discography"
"en",-600.0,"Tom_Hanks"
"en",-598.0,"Why_This_Kolaveri_Di"
"en",-597.0,"The_Chronicles_of_Narnia"
"en",-595.0,"Active_directory"
"en",-594.0,"Bigfoot"
"en",-593.0,"Millennium_series"
"en",-591.0,"Still_Game"
"en",-590.0,"Tournament_of_Roses_Parade"
"en",-589.0,"The_Twilight_Zone_(1959_TV_series)"
"en",-588.0,"Kobe_Bryant"
"en",-587.0,"Stephen_Hawking"
"en",-586.0,"Destination_Weddings"
"en",-581.0,"Robbie_Williams"
"en",-580.0,"World%27s_funniest_joke"
"en",-579.0,"Jennifer_Lopez"
"en",-577.0,"Emma_Stone"
"en",-576.0,"Noomi_Rapace"
"en",-574.0,"The_Hobbit_(2012_film)"
"en",-573.0,"Partenair_Mystere"
"en",-572.0,"American_Pie_(film)"
"en",-571.0,"Gina_Carano"
"en",-570.0,"Denzel_Washington"
"en",-569.0,"Justin_Timberlake"
"en",-568.0,"The_Hunger_Games_(film)"
"en",-567.0,"Ernest_Hemingway"
"en",-565.0,"The_Rolling_Stones"
"en",-564.0,"Dwayne_Johnson"
"en",-563.0,"Vanderbilt_Commodores_football"
"en",-562.0,"T.I."
"en",-561.0,"Johnny_Galecki"
"en",-560.0,"Michael_Parkinson"
"en",-559.0,"China"
"en",-558.0,"Dolly_Parton"
"en",-557.0,"Drive_(2011_film)"
"en",-556.0,"Final_Destination_5"
"en",-555.0,"Kate_Hudson"
"en",-553.0,"Daniel_Craig"
"en",-552.0,"Julian_calendar"
"en",-551.0,"Avatar_(2009_film)"
"en",-550.0,"ABBA"
"en",-547.0,"Jonathan_Ive"
"en",-546.0,"Role_Models"
"en",-545.0,"Gold_Watch"
"en",-544.0,"Josh_Lucas"
"en",-543.0,"Stephen_Fry"
"en",-542.0,"Mac_Miller"
"en",-540.0,"New_Girl_(TV_series)"
"en",-538.0,"List_of_countries_by_population"
"en",-537.0,"Squeeze_(band)"
"en",-536.0,"The_Black_Eyed_Peas"
"en",-535.0,"Pretty_Little_Liars_(TV_series)"
"en",-533.0,"Hollow_Body_Guitar"
"en",-532.0,"Avicii"
"en",-531.0,"Kristen_Stewart"
"en",-530.0,"Jason_Statham"
"en",-527.0,"Wonders_of_the_World"
"en",-525.0,"Beretta_92"
"en",-524.0,"Sanctuary_(TV_series)"
"en",-523.0,"Eagle"
"en",-521.0,"Sparkling_wine"
"en",-520.0,"Dr._Dre"
"en",-519.0,"Foster_the_People"
"en",-518.0,"Demi_Lovato"
"en",-517.0,"Portlandia_(TV_series)"
"en",-516.0,"Dave_Navarro"
"en",-515.0,"Macaulay_Culkin"
"en",-514.0,"Chuck_(TV_series)"
"en",-513.0,"Tinker,_Tailor,_Soldier,_Spy"
"en",-512.0,"Russia"
"en",-511.0,"LeBron_James"
"en",-509.0,"David_Guetta"
"en",-508.0,"Diablo_III"
"en",-507.0,"Arsenal_F.C."
"en",-506.0,"Cosmopolitan_(cocktail)"
"en",-505.0,"Misfits_(TV_series)"
"en",-504.0,"Martini_(cocktail)"
"en",-503.0,"Matt_Damon"
"en",-501.0,"Hilary_Duff"
"en",-500.0,"Jean_Carson"
"en",-497.0,"Maroon_5"
"en",-496.0,"Meryl_Streep"
"en",-495.0,"Gone_with_the_Wind"
"en",-494.0,"Eva_Mendes"
"en",-493.0,"Diggy_Simmons"
"en",-492.0,"Kourtney_Kardashian"
"en",-490.0,"Boardwalk_Empire"
"en",-489.0,"The_Muppets_(film)"
"en",-488.0,"Christopher_Hitchens"
"en",-487.0,"Queen_Victoria"
"en",-486.0,"Community_(TV_series)"
"en",-485.0,"Japanese_New_Year"
"en",-484.0,"Dartmoor_Zoological_Park"
"en",-483.0,"Orlando_S%C3%A1"
"en",-481.0,"Criminal_Minds"
"en",-480.0,"Adam_Levine"
"en",-479.0,"Google_Search"
"en",-478.0,"A_Song_of_Ice_and_Fire"
"en",-477.0,"Duck_Soup_(1933_film)"
"en",-476.0,"Lionel_Messi"
"en",-475.0,"Jeremy_Renner"
"en",-474.0,"Clint_Eastwood"
"en",-472.0,"Hoppin%27_John"
"en",-471.0,"Adam_Sandler"
"en",-470.0,"House_(TV_series)"
"en",-469.0,"Charlize_Theron"
"en",-468.0,"The_Tree_of_Life_(film)"
"en",-467.0,"Dakota_Fanning"
"en",-466.0,"Kissing_traditions"
"en",-465.0,"Henry_VIII_of_England"
"en",-464.0,"Imogen_Thomas"
"en",-463.0,"The_Chronicles_of_Narnia_(film_series)"
"en",-462.0,"Emma_Watson"
"en",-461.0,"Chris_Brown_(American_entertainer)"
"en",-460.0,"Microsoft"
"en",-459.0,"India"
"en",-458.0,"List_of_pornographic_actresses_by_decade"
"en",-457.0,"Jedward"
"en",-456.0,"Take_That"
"en",-455.0,"Metallica"
"en",-454.0,"AC/DC"
"en",-453.0,"Leland_Chapman"
"en",-452.0,"Jackie_Chan"
"en",-451.0,"Rashida_Jones"
"en",-450.0,"Hogan%27s_Heroes"
"en",-449.0,"Zoe_Saldana"
"en",-448.0,"Mad_Max_2"
"en",-447.0,"Gladys_Portugues"
"en",-446.0,"Alex_Ferguson"
"en",-445.0,"Dan_Blackburn"
"en",-444.0,"Fellatio"
"en",-443.0,"IPad"
"en",-442.0,"Vin_Diesel"
"en",-441.0,"Olly_Murs"
"en",-440.0,"Don_Knotts"
"en",-439.0,"IIHF_World_U20_Championship"
"en",-438.0,"Jimi_Hendrix"
"en",-437.0,"Prince_(musician)"
"en",-436.0,"Deadmau5"
"en",-435.0,"Dog"
"en",-434.0,"Heston_Blumenthal"
"en",-433.0,"Battlefield_3"
"en",-432.0,"Japan"
"en",-431.0,"Kate_Mara"
"en",-430.0,"Jamaican_general_election,_2011"
"en",-429.0,"Daniel_Radcliffe"
"en",-428.0,"Nicole_Scherzinger"
"en",-427.0,"Jon_Fitch"
"en",-426.0,"John_F._Kennedy"
"en",-425.0,"Christina_Aguilera"
"en",-424.0,"Chinese_astrology"
"en",-423.0,"Georgiana_Cavendish,_Duchess_of_Devonshire"
"en",-422.0,"Gary_Lineker"
"en",-421.0,"Penis"
"en",-420.0,"Charlie_Brooker"
"en",-419.0,"France"
"en",-418.0,"S._J._Perelman"
"en",-417.0,"Minecraft"
"en",-416.0,"David_Bowie"
"en",-415.0,"Epiphany_(holiday)"
"en",-414.0,"Gerry_Rafferty"
"en",-413.0,"James_Bond"
"en",-412.0,"Girls%27_Generation"
"en",-411.0,"Cote_de_Pablo"
"en",-410.0,"Jack_Black"
"en",-409.0,"Gavin_McInnes"
"en",-408.0,"J._Cole"
"en",-407.0,"List_of_Bleach_episodes"
"en",-406.0,"Female_ejaculation"
"en",-405.0,"John_Galliano"
"en",-404.0,"Jessie_(TV_series)"
"en",-403.0,"Grey%27s_Anatomy"
"en",-402.0,"Train_Pocket_Watch"
"en",-401.0,"Johnnie_Walker"
"en",-400.0,"Kate_Snow"
"en",-399.0,"Lightsaber"
"en",-398.0,"Elle_Fanning"
"en",-397.0,"Sean_Connery"
"en",-396.0,"Amanda_Seyfried"
"en",-395.0,"FAMAS"
"en",-394.0,"Kaye_Stevens"
"en",-393.0,"HP_Pavilion"
"en",-392.0,"Elisabeth_Shue"
"en",-391.0,"Florence_and_the_Machine"
"en",-390.0,"Michael_Fassbender"
"en",-389.0,"JoJo_(singer)"
"en",-388.0,"Charles_Dickens"
"en",-387.0,"HDMI"
"en",-386.0,"Admiral_Fallow"
"en",-385.0,"Denis_Law"
"en",-384.0,"Finland"
"en",-383.0,"Fergie_(singer)"
"en",-382.0,"Harry_Potter_and_the_Deathly_Hallows_%E2%80%93_Part_2"
"en",-381.0,"Ronald_Reagan"
"en",-380.0,"Hong_Kong"
"en",-379.0,"List_of_alcohol_laws_of_the_United_States_by_state"
"en",-378.0,"Diplo_(DJ)"
"en",-377.0,"Lost_(TV_series)"
"en",-376.0,"Chris_Jericho"
"en",-375.0,"Manhattan_(cocktail)"
"en",-374.0,"Iran"
"en",-373.0,"Emma_Roberts"
"en",-372.0,"John_Carter_(character)"
"en",-371.0,"Mob_Wives"
"en",-370.0,"Cognac_(brandy)"
"en",-369.0,"Pokey_LaFarge"
"en",-368.0,"Great_Expectations_(2011_TV_serial)"
"en",-367.0,"List_of_NCIS_episodes"
"en",-366.0,"Fake_denominations_of_United_States_currency"
"en",-365.0,"Cocaine"
"en",-364.0,"Chinese_calendar"
"en",-363.0,"David_Tennant"
"en",-362.0,"Cher"
"en",-361.0,"Fuck"
"en",-360.0,"Enema"
"en",-359.0,"Elton_John"
"en",-358.0,"Mexico"
"en",-357.0,"Destiny%27s_Child"
"en",-356.0,"Hugh_Hefner"
"en",-355.0,"Chandler_Bing"
"en",-354.0,"James_Franco"
"en",-353.0,"Desperate_Housewives"
"en",-352.0,"Lord_Voldemort"
"en",-351.0,"Robert_Kardashian"
"en",-350.0,"L.A._Noire"
"en",-349.0,"Jennifer_Lawrence"
"en",-348.0,"Dhanush"
"en",-347.0,"England"
"en",-346.0,"Donald_Glover"
"en",-345.0,"Danny_DeVito"
"en",-344.0,"IPhone"
"en",-343.0,"Edward_VIII"
"en",-342.0,"Michael_Bubl%C3%A9"
"en",-341.0,"Duane_Lee_Chapman,_II"
"en",-340.0,"Jennifer_Farley"
"en",-339.0,"Clitoris"
"en",-338.0,"Etta_James"
"en",-337.0,"Christian_Bale"
"en",-336.0,"Cliff_Richard"
"en",-335.0,"Dave_Batista"
"en",-334.0,"Hair_spray"
"en",-333.0,"Guns_N%27_Roses"
"en",-332.0,"Green_Day"
"en",-331.0,"Grace_Kelly"
"en",-330.0,"Knife"
"en",-329.0,"Dragon_Ball"
"en",-328.0,"Jonas_Jerebko"
"en",-327.0,"Charles_Manson"
"en",-326.0,"George_Harrison"
"en",-325.0,"Matthew_McConaughey"
"en",-324.0,"Che_Guevara"
"en",-323.0,"Chris_Martin"
"en",-322.0,"Craig_Bellamy"
"en",-321.0,"List_of_Victoria%27s_Secret_models"
"en",-320.0,"Mike_Munchak"
"en",-319.0,"Human_height"
"en",-318.0,"Jeff_Bridges"
"en",-317.0,"Earth"
"en",-316.0,"Dinner_for_Schmucks"
"en",-315.0,"Lethal_Weapon"
"en",-314.0,"Crohn%27s_disease"
"en",-313.0,"List_of_Shake_It_Up_episodes"
"en",-312.0,"Dan_Dakich"
"en",-311.0,"Extremely_Loud_and_Incredibly_Close"
"en",-310.0,"Cobie_Smulders"
"en",-309.0,"Katie_Holmes"
"en",-308.0,"Cindy_Lauper"
"en",-307.0,"Courteney_Cox"
"en",-306.0,"David_Beckham"
"en",-305.0,"F._Scott_Fitzgerald"
"en",-304.0,"David_Thornton_(actor)"
"en",-303.0,"Channing_Tatum"
"en",-302.0,"Kris_Jenner"
"en",-301.0,"Chicago"
"en",-300.0,"Chelsea_F.C."
"en",-299.0,"Cheryl_Cole"
"en",-298.0,"Playboy"
"en",-297.0,"Drew_Barrymore"
"en",-296.0,"George_Washington"
"en",-295.0,"Eduardo_Saverin"
"en",-294.0,"Google_search"
"en",-293.0,"Frank_Mir"
"en",-292.0,"Harrison_Ford"
"en",-291.0,"Dave_Grohl"
"en",-290.0,"Jennifer_Connelly"
"en",-289.0,"Hookah"
"en",-288.0,"Gertrude_Stein"
"en",-287.0,"Great_white_shark"
"en",-286.0,"Internet_meme"
"en",-285.0,"Eddie_Murphy"
"en",-284.0,"Dean_Martin"
"en",-283.0,"Kathleen_Turner"
"en",-282.0,"College_football"
"en",-281.0,"Characters_of_Glee"
"en",-280.0,"Friday_Night_Lights_(TV_series)"
"en",-279.0,"Football_records_in_England"
"en",-278.0,"Cerys_Matthews"
"en",-277.0,"Jake_T._Austin"
"en",-276.0,"Colombiana_(film)"
"en",-275.0,"Hemorrhoid"
"en",-274.0,"Emilio_Estevez"
"en",-273.0,"Do_You_Feel_What_I_Feel%3F"
"en",-272.0,"Colin_Firth"
"en",-271.0,"Friends_with_Benefits_(film)"
"en",-270.0,"Good_Feeling_(song)"
"en",-269.0,"Ethan_Hawke"
"en",-268.0,"Goldie_Hawn"
"en",-267.0,"Charlie_Chaplin"
"en",-266.0,"Dev_(singer)"
"en",-265.0,"Jack_%26_Jill_(film)"
"en",-264.0,"Entourage_(TV_series)"
"en",-263.0,"Didier_Drogba"
"en",-262.0,"Chlo%C3%AB_Moretz"
"en",-261.0,"FN_P90"
"en",-260.0,"Greek_alphabet"
"en",-259.0,"Chris_Hemsworth"
"en",-258.0,"Dexter_(season_6)"
"en",-257.0,"Cody_Zeller"
"en",-256.0,"Georgia_Moffett"
"en",-255.0,"Kirk_Douglas"
"en",-254.0,"German_Shepherd_Dog"
"en",-253.0,"Fulham_F.C."
"en",-252.0,"Elijah_Wood"
"en",-251.0,"China_Anne_McClain"
"en",-250.0,"Cum_shot"
"en",-249.0,"Cuba"
"en",-248.0,"Fleetwood_Mac"
"en",-247.0,"Employment_agency"
"en",-246.0,"Grand_Theft_Auto_IV"
"en",-245.0,"Glee_(season_3)"
"en",-244.0,"Josh_Duhamel"
"en",-243.0,"Glykeria"
"en",-242.0,"Cheers"
"en",-241.0,"Chernobyl_disaster"
"en",-240.0,"Cthulhu"
"en",-239.0,"Chris_Evans_(actor)"
"en",-238.0,"Hangover"
"en",-237.0,"Drake_%26_Josh"
"en",-236.0,"Compass_navigation_system"
"en",-235.0,"Douglas_Booth"
"en",-234.0,"Charles,_Prince_of_Wales"
"en",-233.0,"Ejaculation"
"en",-232.0,"Chuck_Liddell"
"en",-231.0,"Chile"
"en",-230.0,"Concorde"
"en",-229.0,"Darren_Criss"
"en",-228.0,"Cousin"
"en",-227.0,"Fabricio_Werdum"
"en",-226.0,"Dead_Island"
"en",-225.0,"Diamond_Jubilee_of_Elizabeth_II"
"en",-224.0,"Chuck_Lorre"
"en",-223.0,"Hydraulic_fracturing"
"en",-222.0,"Gold"
"en",-221.0,"Dimitar_Berbatov"
"en",-220.0,"Display_resolution"
"en",-219.0,"Iron_Man"
"en",-218.0,"Dick_Van_Dyke"
"en",-217.0,"Deadpool"
"en",-216.0,"Holly_Madison"
"en",-215.0,"Green_Lantern_(film)"
"en",-214.0,"Czech_Republic"
"en",-213.0,"Kings_of_Leon"
"en",-212.0,"Christopher_Lee"
"en",-211.0,"Iron_Maiden"
"en",-210.0,"DMX_(rapper)"
"en",-209.0,"Julius_Caesar"
"en",-208.0,"Crossbow"
"en",-207.0,"Chow_mein"
"en",-206.0,"Charlie%27s_Angels"
"en",-205.0,"Conan_the_Barbarian_(2011_film)"
"en",-204.0,"Dwight_Howard"
"en",-203.0,"Cody_Rhodes"
"en",-202.0,"Characters_of_Friends"
"en",-201.0,"Chris_O%27Dowd"
"en",-200.0,"Christopher_Columbus"
"en",-199.0,"Doris_Day"
"en",-198.0,"Costa_Rica"
"en",-197.0,"Christina_Hendricks"
"en",-196.0,"Ethanol"
"en",-195.0,"Denise_Richards"
"en",-194.0,"Dominican_Republic"
"en",-193.0,"Demba_Ba"
"en",-192.0,"Colin_Farrell"
"en",-191.0,"Chihuahua_(dog)"
"en",-190.0,"Comparison_of_e-book_formats"
"en",-189.0,"Empire_State_Building"
"en",-188.0,"Coca-Cola"
"en",-187.0,"Coordinated_Universal_Time"
"en",-186.0,"Christopher_Mintz-Plasse"
"en",-185.0,"Dolphin"
"en",-184.0,"Charlie_Musselwhite"
"en",-183.0,"Clostridium_difficile"
"en",-182.0,"Dr._Seuss"
"en",-181.0,"Colombia"
"en",-180.0,"Chick-fil-A_Bowl"
"en",-179.0,"Columbine_High_School_massacre"
"en",-178.0,"Clare_Grogan"
"en",-177.0,"Chris_Paul"
"en",-176.0,"Eric_Dane"
"en",-175.0,"Chris_Colfer"
"en",-174.0,"Christianity"
"en",-173.0,"Despicable_Me"
"en",-172.0,"Charmed"
"en",-171.0,"Charlie_and_the_Chocolate_Factory_(film)"
